no,Date,Time,Currency,Impact,News description,Actual,Forecast,Previous,Revised from,FF event ID
3023,2007-10-03,3:45,EUR,L,Italian Services PMI,53.9,54.1,56.2,,43452
3024,2007-10-03,4:00,EUR,L,Final Services PMI,54.2,54,54,,5727
3025,2007-10-03,4:30,GBP,M,Services PMI,56.7,56.7,57.6,,5716
3026,2007-10-03,5:00,EUR,L,Retail Sales m/m,0.10%,0.40%,0.40%,0.10%,5728
3027,2007-10-03,5:30,GBP,L,BRC Shop Price Index y/y,0.40%,,0.40%,,5717
3028,2007-10-03,7:30,USD,L,Challenger Job Cuts y/y,21.70%,,15.40%,,8630
3029,2007-10-03,8:15,USD,H,ADP Non-Farm Employment Change,58K,53K,27K,38K,5698
3030,2007-10-03,10:00,USD,H,ISM Non-Manufacturing PMI,54.8,55,55.8,,5699
3031,2007-10-03,10:30,USD,M,Crude Oil Inventories,1.1M,-0.5M,1.8M,,5692
3032,2007-10-03,19:30,AUD,L,AIG Services Index,56.4,,51.6,,5737
3033,2007-10-03,21:30,AUD,H,Building Approvals m/m,-1.70%,-0.50%,0.20%,0.40%,5742
3034,2007-10-03,22:08,NZD,L,ANZ Commodity Prices m/m,0.40%,,1.40%,,5721
3035,2007-10-03,22:25,CAD,M,Gov Council Member Longworth Speaks,,,,,10381
3036,2007-10-04,0:01,CNY,N,Bank Holiday [All Day],,,,,23570
3037,2007-10-04,3:00,CHF,L,Foreign Currency Reserves,48.6B,,47.0B,,42196
3038,2007-10-04,3:15,EUR,L,Spanish Services PMI,52.4,,53.5,,43894
3039,2007-10-04,4:00,GBP,H,Halifax HPI m/m,-0.60%,0.40%,0.30%,0.40%,9351
3040,2007-10-04,6:01,EUR,L,French 10-y Bond Auction,4.44|4.0,,4.35|2.3,,43333
3041,2007-10-04,7:00,GBP,H,Official Bank Rate,5.75%,5.75%,5.75%,,5718
3042,2007-10-04,7:45,EUR,M,Minimum Bid Rate,4.00%,4.00%,4.00%,,5729
3043,2007-10-04,8:30,CAD,M,Building Permits m/m,1.40%,1.50%,-10.60%,-11.30%,5706
3044,2007-10-04,8:30,EUR,H,ECB Press Conference,,,,,5730
3045,2007-10-04,8:30,USD,M,Unemployment Claims,317K,310K,301K,298K,5693
3046,2007-10-04,10:00,CAD,H,Ivey PMI,56,60,58.5,,5707
3047,2007-10-04,10:00,USD,M,Factory Orders m/m,-3.30%,-2.60%,3.40%,3.70%,5701
3048,2007-10-04,10:30,USD,L,Natural Gas Storage,57B,64B,74B,,8288
3049,2007-10-04,11:30,USD,M,FOMC Member Mishkin Speaks,,,,,5806
3050,2007-10-05,1:00,JPY,L,Leading Indicators,30.00%,30.00%,72.70%,70.00%,5736
3051,2007-10-05,7:00,CAD,H,Employment Change,51.1K,16.5K,23.3K,,5708
3052,2007-10-05,7:00,CAD,H,Unemployment Rate,5.90%,6.10%,6.00%,,5709
3053,2007-10-05,8:30,USD,H,Non-Farm Employment Change,110K,100K,89K,-4K,5702
3054,2007-10-05,8:30,USD,H,Unemployment Rate,4.70%,4.70%,4.60%,,5703
3055,2007-10-05,8:30,USD,M,Average Hourly Earnings m/m,0.40%,0.30%,0.30%,,5704
3056,2007-10-05,9:10,USD,M,FOMC Member Kohn Speaks,,,,,5748
3057,2007-10-05,9:55,USD,L,President Bush Speaks,,,,,5807
3058,2007-10-05,10:30,CAD,H,BOC Business Outlook Survey,,,,,13289
3059,2007-10-05,15:00,USD,L,Consumer Credit m/m,12.2B,10.0B,9.6B,7.5B,5705
3060,2007-10-05,19:00,USD,M,FOMC Member Warsh Speaks,,,,,5749
3061,2007-10-07,0:01,JPY,N,Bank Holiday [All Day],,,,,5750
3062,2007-10-07,19:30,AUD,L,AIG Construction Index,55.2,,48.4,,10206
3063,2007-10-07,21:30,AUD,M,ANZ Job Advertisements m/m,-0.40%,,0.10%,,19247
3064,2007-10-08,0:01,CAD,N,Bank Holiday [All Day],,,,,12247
3065,2007-10-08,0:01,EUR,L,Eurogroup Meetings [All Day],,,,,44048
3066,2007-10-08,0:01,USD,N,Bank Holiday [All Day],,,,,5809
3067,2007-10-08,1:45,CHF,L,Unemployment Rate,2.60%,2.70%,2.70%,,5781
3068,2007-10-08,2:00,EUR,M,ECB President Trichet Speaks,,,,,5810
3069,2007-10-08,4:30,EUR,L,Sentix Investor Confidence,15.3,14,18.1,,5808
3070,2007-10-08,4:30,GBP,H,Manufacturing Production m/m,0.40%,0.40%,-0.20%,-0.30%,5769
3071,2007-10-08,4:30,GBP,H,PPI Input m/m,3.20%,1.40%,-1.40%,-0.50%,5766
3072,2007-10-08,4:30,GBP,L,Industrial Production m/m,0.10%,0.30%,-0.10%,,5768
3073,2007-10-08,4:30,GBP,L,PPI Output m/m,0.10%,0.20%,0.10%,,5767
3074,2007-10-08,6:00,EUR,M,German Factory Orders m/m,1.20%,2.10%,-6.10%,-7.10%,5796
3075,2007-10-08,17:00,NZD,H,NZIER Business Confidence,-27,,-37,,5775
3076,2007-10-08,19:01,GBP,L,NIESR GDP Estimate,0.70%,,0.70%,,5771
3077,2007-10-08,19:01,GBP,M,BRC Retail Sales Monitor y/y,3.00%,,1.80%,,5770
3078,2007-10-08,21:30,AUD,L,NAB Business Confidence,7,,10,,5782
3079,2007-10-09,0:01,EUR,L,ECOFIN Meetings [All Day],,,,,36337
3080,2007-10-09,1:00,JPY,L,Economy Watchers Sentiment,42.9,45.3,44.1,,5787
3081,2007-10-09,2:00,EUR,L,German Trade Balance,15.3B,16.2B,16.5B,,5797
3082,2007-10-09,2:45,EUR,L,French Trade Balance,-2.8B,-3.0B,-3.2B,-3.3B,9151
3083,2007-10-09,4:30,EUR,H,ECB President Trichet Speaks,,,,,5811
3084,2007-10-09,4:30,GBP,M,Trade Balance,-6.9B,-6.9B,-7.4B,-7.1B,5772
3085,2007-10-09,6:00,EUR,M,German Industrial Production m/m,1.70%,0.40%,0.20%,0.10%,5798
3086,2007-10-09,7:30,USD,L,NFIB Small Business Index,97.3,,96.3,,48347
3087,2007-10-09,8:15,CAD,H,Housing Starts,278K,220K,233K,227K,5763
3088,2007-10-09,10:00,USD,L,IBD/TIPP Economic Optimism,47.3,48.7,48.2,,9939
3089,2007-10-09,10:30,GBP,M,Annual Pre-Budget Report,,,,,5874
3090,2007-10-09,14:00,USD,H,FOMC Meeting Minutes,,,,,5751
3091,2007-10-09,15:10,GBP,M,BOE Gov King Speaks,,,,,5873
3092,2007-10-09,20:30,AUD,L,Westpac Consumer Sentiment,-0.30%,,4.20%,,5783
3093,2007-10-09,21:30,AUD,M,Home Loans m/m,1.60%,1.00%,-4.30%,-4.10%,5784
3094,2007-10-10,2:00,JPY,L,Prelim Machine Tool Orders y/y,15.90%,,12.60%,12.30%,5788
3095,2007-10-10,2:45,EUR,L,French Gov Budget Balance,-63.2B,,-47.4B,,5800
3096,2007-10-10,2:45,EUR,M,French Industrial Production m/m,0.30%,-0.30%,1.70%,1.30%,5799
3097,2007-10-10,4:00,EUR,L,Italian Industrial Production m/m,1.30%,0.50%,0.30%,-0.40%,5801
3098,2007-10-10,10:00,USD,L,JOLTS Job Openings,4.15M,,4.19M,4.23M,49278
3099,2007-10-10,10:00,USD,L,Wholesale Inventories m/m,0.10%,0.20%,0.20%,,5752
3100,2007-10-10,10:30,GBP,L,CB Leading Index m/m,-0.20%,,-0.20%,,5773
3101,2007-10-10,19:00,NZD,L,Business NZ Manufacturing Index,54.6,,55.7,,5776
3102,2007-10-10,19:01,GBP,M,RICS House Price Balance,-15%,-3%,-3%,-2%,5774
3103,2007-10-10,19:50,JPY,L,Bank Lending y/y,0.60%,,0.50%,,11975
3104,2007-10-10,19:50,JPY,L,Current Account,2.19T,2.24T,1.75T,,5791
3105,2007-10-10,19:50,JPY,L,M2 Money Stock y/y,1.70%,1.80%,1.80%,,5790
3106,2007-10-10,19:50,JPY,M,Core Machinery Orders m/m,-7.70%,-5.50%,17.00%,,5789
3107,2007-10-10,21:00,AUD,L,MI Inflation Expectations,4.60%,,3.10%,,10405
3108,2007-10-10,21:30,AUD,H,Employment Change,13.0K,20.0K,34.3K,31.9K,5785
3109,2007-10-10,21:30,AUD,M,Unemployment Rate,4.20%,4.30%,4.30%,,5786
3110,2007-10-11,0:30,JPY,M,Overnight Call Rate,0.50%,0.50%,0.50%,,5792
3111,2007-10-11,2:00,EUR,L,German WPI m/m,0.90%,0.20%,0.50%,,5876
3112,2007-10-11,2:00,JPY,L,BOJ Monthly Report,,,,,11018
3113,2007-10-11,3:26,JPY,H,BOJ Press Conference,,,,,5793
3114,2007-10-11,4:00,EUR,M,ECB Monthly Bulletin,,,,,5805
3115,2007-10-11,5:15,EUR,M,ECB President Trichet Speaks,,,,,5812
3116,2007-10-11,6:00,EUR,L,Final GDP q/q,0.30%,0.30%,0.30%,,21665
3117,2007-10-11,8:30,CAD,H,Trade Balance,4.1B,3.9B,3.4B,3.7B,5764
3118,2007-10-11,8:30,CAD,L,NHPI m/m,0.40%,0.50%,0.90%,,5765
3119,2007-10-11,8:30,USD,H,Trade Balance,-57.6B,-58.8B,-59.2B,,5753
3120,2007-10-11,8:30,USD,M,Import Prices m/m,1.00%,1.00%,-0.30%,,5754
3121,2007-10-11,8:30,USD,M,Unemployment Claims,308K,315K,320K,317K,5755
3122,2007-10-11,10:30,USD,L,Natural Gas Storage,73B,70B,57B,,8287
3123,2007-10-11,10:30,USD,M,Crude Oil Inventories,-1.7M,1.1M,1.1M,,5756
3124,2007-10-11,10:45,USD,M,FOMC Member Kroszner Speaks,,,,,5814
3125,2007-10-11,12:00,USD,M,Federal Budget Balance,111.6B,100.0B,-117.0B,,10903
3126,2007-10-11,17:45,NZD,H,Core Retail Sales m/m,0.80%,0.50%,-0.10%,-0.20%,5778
3127,2007-10-11,17:45,NZD,H,Retail Sales m/m,0.20%,0.40%,0.10%,0.00%,5777
3128,2007-10-11,19:50,JPY,L,PPI y/y,1.70%,1.90%,2.00%,1.90%,5794
3129,2007-10-11,22:00,CNY,L,M2 Money Supply y/y,18.50%,18.30%,18.10%,,24245
3130,2007-10-11,22:00,CNY,M,New Loans,284B,,303B,,24340
3131,2007-10-11,23:30,CNY,H,Trade Balance,23.9B,21.6B,25.0B,,18402
3132,2007-10-12,1:00,JPY,L,Consumer Confidence,44.1,44.5,44,,5795
3133,2007-10-12,2:40,EUR,L,French CPI m/m,0.10%,0.20%,0.40%,,5803
3134,2007-10-12,4:45,CNY,L,Foreign Direct Investment ytd/y,10.90%,,12.80%,,19291
3135,2007-10-12,5:00,EUR,M,Industrial Production m/m,1.20%,0.30%,0.70%,0.60%,5804
3136,2007-10-12,8:30,USD,H,Core Retail Sales m/m,0.40%,0.30%,-0.40%,,5760
3137,2007-10-12,8:30,USD,H,PPI m/m,1.10%,0.50%,-1.40%,,5757
3138,2007-10-12,8:30,USD,H,Retail Sales m/m,0.60%,0.30%,0.30%,,5759
3139,2007-10-12,8:30,USD,M,Core PPI m/m,0.10%,0.20%,0.20%,,5758
3140,2007-10-12,9:10,USD,M,Fed Chairman Bernanke Speaks,,,,,5813
3141,2007-10-12,9:30,USD,L,FOMC Member Kohn Speaks,,,,,9187
3142,2007-10-12,10:00,USD,H,Prelim UoM Consumer Sentiment,82,84,83.4,83.8,5761
3143,2007-10-12,10:00,USD,L,Prelim UoM Inflation Expectations,3.00%,,3.10%,,9959
3144,2007-10-12,10:00,USD,M,Business Inventories m/m,0.10%,0.30%,0.50%,,5762
3145,2007-10-14,17:45,NZD,H,CPI q/q,0.50%,0.80%,1.00%,,5855
3146,2007-10-14,17:45,NZD,L,FPI m/m,0.40%,,-0.10%,,5856
3147,2007-10-14,19:01,GBP,L,Rightmove HPI m/m,2.70%,,-2.60%,,5838
3148,2007-10-15,0:30,JPY,L,Revised Industrial Production m/m,3.50%,3.40%,3.40%,,5870
3149,2007-10-15,4:50,GBP,M,HPI y/y,11.40%,11.40%,12.40%,,9329
3150,2007-10-15,8:30,CAD,L,Leading Index m/m,0.40%,0.30%,0.30%,,5831
3151,2007-10-15,8:30,CAD,L,New Motor Vehicle Sales m/m,2.80%,2.90%,-2.40%,-2.70%,5832
3152,2007-10-15,8:30,USD,M,Empire State Manufacturing Index,28.8,13,14.7,,5817
3153,2007-10-15,13:30,GBP,L,BOE Gov King Speaks,,,,,5926
3154,2007-10-15,19:00,USD,H,Fed Chairman Bernanke Speaks,,,,,5883
3155,2007-10-15,23:45,JPY,L,30-y Bond Auction,2.49|3.8,,2.58|3.2,,49061
3156,2007-10-16,2:00,EUR,L,German Final CPI m/m,0.10%,0.20%,0.20%,,5863
3157,2007-10-16,3:15,CHF,H,Retail Sales y/y,3.80%,2.90%,3.30%,,5852
3158,2007-10-16,4:30,GBP,H,CPI y/y,1.80%,1.90%,1.80%,,5839
3159,2007-10-16,4:30,GBP,L,RPI y/y,3.90%,4.00%,4.10%,,5841
3160,2007-10-16,4:30,GBP,M,Core CPI y/y,1.50%,1.80%,1.80%,,5840
3161,2007-10-16,5:00,EUR,L,Final Core CPI y/y,1.80%,1.90%,1.90%,,9518
3162,2007-10-16,5:00,EUR,L,ZEW Economic Sentiment,-19,-24.5,-20.3,,5865
3163,2007-10-16,5:00,EUR,M,Final CPI y/y,2.10%,2.10%,2.10%,,5866
3164,2007-10-16,5:00,EUR,M,German ZEW Economic Sentiment,-18.1,-22,-18.1,,5864
3165,2007-10-16,8:30,CAD,M,Manufacturing Sales m/m,-1.70%,-0.90%,1.30%,2.30%,5830
3166,2007-10-16,9:00,CAD,H,BOC Rate Statement,,,,,7977
3167,2007-10-16,9:00,CAD,H,Overnight Rate,4.50%,4.50%,4.50%,,5833
3168,2007-10-16,9:00,USD,H,TIC Long-Term Purchases,-69.3B,60.0B,19.5B,19.2B,5818
3169,2007-10-16,9:15,USD,M,Capacity Utilization Rate,82.10%,82.20%,82.10%,82.20%,5820
3170,2007-10-16,9:15,USD,M,Industrial Production m/m,0.10%,0.10%,0.00%,0.20%,5819
3171,2007-10-16,11:00,USD,M,Treasury Sec Paulson Speaks,,,,,5886
3172,2007-10-16,13:00,USD,M,NAHB Housing Market Index,18,19,20,,5821
3173,2007-10-16,19:50,JPY,M,Tertiary Industry Activity m/m,1.30%,1.00%,-0.40%,-0.50%,5871
3174,2007-10-16,20:30,AUD,L,MI Leading Index m/m,0.60%,,0.40%,0.20%,5859
3175,2007-10-16,22:30,AUD,M,Mid-Year Economic and Fiscal Outlook,,,,,53758
3176,2007-10-17,4:30,GBP,H,Average Earnings Index 3m/y,3.70%,3.60%,3.50%,,5843
3177,2007-10-17,4:30,GBP,H,MPC Official Bank Rate Votes,0-1-8,0-0-9,0-0-9,,5842
3178,2007-10-17,4:30,GBP,L,Unemployment Rate,5.40%,5.40%,5.40%,,5845
3179,2007-10-17,4:30,GBP,M,Claimant Count Change,-12.8K,-4.0K,-8.5K,-4.2K,5844
3180,2007-10-17,8:30,CAD,M,Wholesale Sales m/m,-2.00%,-0.50%,1.80%,2.00%,5834
3181,2007-10-17,8:30,USD,H,Core CPI m/m,0.20%,0.20%,0.20%,,5823
3182,2007-10-17,8:30,USD,M,Building Permits,1.23M,1.29M,1.32M,1.31M,5825
3183,2007-10-17,8:30,USD,M,CPI m/m,0.30%,0.20%,-0.10%,,5822
3184,2007-10-17,8:30,USD,M,Housing Starts,1.19M,1.28M,1.33M,,5824
3185,2007-10-17,10:30,USD,M,Crude Oil Inventories,1.8M,0.8M,-1.7M,,5879
3186,2007-10-17,14:00,USD,M,Beige Book,,,,,5826
3187,2007-10-17,21:30,AUD,L,RBA Bulletin,,,,,5860
3188,2007-10-18,2:15,CHF,L,Trade Balance,1.80B,1.80B,0.59B,0.64B,5853
3189,2007-10-18,4:30,GBP,H,Retail Sales m/m,0.60%,0.10%,0.70%,0.60%,5846
3190,2007-10-18,4:30,GBP,L,M4 Money Supply m/m,1.00%,1.00%,1.30%,1.20%,5848
3191,2007-10-18,4:30,GBP,L,Public Sector Net Borrowing,6.9B,6.0B,8.8B,9.1B,5849
3192,2007-10-18,5:00,CHF,M,ZEW Economic Expectations,-16,,-26.7,,5854
3193,2007-10-18,5:00,EUR,L,Trade Balance,4.3B,0.2B,0.8B,-0.6B,5867
3194,2007-10-18,8:30,CAD,M,Foreign Securities Purchases,-3.83B,2.32B,-0.75B,1.50B,5835
3195,2007-10-18,8:30,USD,M,Unemployment Claims,337K,315K,309K,308K,5827
3196,2007-10-18,10:00,USD,L,CB Leading Index m/m,0.30%,0.30%,-0.80%,-0.60%,5828
3197,2007-10-18,10:30,CAD,H,BOC Monetary Policy Report,,,,,5877
3198,2007-10-18,10:30,USD,L,Natural Gas Storage,39B,50B,73B,,8286
3199,2007-10-18,11:15,CAD,H,BOC Press Conference,,,,,5931
3200,2007-10-18,12:00,USD,M,Philly Fed Manufacturing Index,6.8,7.2,10.9,,5829
3201,2007-10-18,17:00,EUR,M,ECB President Trichet Speaks,,,,,5887
3202,2007-10-18,17:00,USD,M,Fed Chairman Bernanke Speaks,,,,,5932
3203,2007-10-18,17:45,NZD,L,Visitor Arrivals m/m,-3.20%,,3.80%,,5857
3204,2007-10-18,19:50,JPY,L,All Industries Activity m/m,1.00%,1.10%,-0.20%,-0.40%,5872
3205,2007-10-18,21:30,AUD,L,Import Prices q/q,-0.80%,-1.00%,0.10%,,5862
3206,2007-10-18,21:30,AUD,L,New Motor Vehicle Sales m/m,1.80%,,-1.80%,-1.90%,5861
3207,2007-10-18,22:00,NZD,L,Credit Card Spending y/y,9.50%,,8.50%,8.40%,5858
3208,2007-10-19,0:01,ALL,M,G7 Meetings [Day 1],,,,,5880
3209,2007-10-19,2:00,EUR,L,German PPI m/m,0.20%,0.30%,0.10%,,5868
3210,2007-10-19,4:30,GBP,H,Prelim GDP q/q,0.80%,0.70%,0.80%,,5850
3211,2007-10-19,4:30,GBP,L,Index of Services 3m/3m,1.00%,0.90%,1.00%,,5851
3212,2007-10-19,5:00,EUR,L,Italian Trade Balance,-0.65B,0.04B,1.81B,,5869
3213,2007-10-19,7:00,CAD,H,Core CPI m/m,0.40%,0.20%,0.10%,,5837
3214,2007-10-19,7:00,CAD,M,CPI m/m,0.20%,0.20%,-0.30%,,5836
3215,2007-10-19,10:00,USD,H,Fed Chairman Bernanke Speaks,,,,,5881
3216,2007-10-20,0:01,ALL,H,G7 Meetings [Day 2],,,,,13382
3217,2007-10-20,0:01,ALL,L,IMF Meetings [Day 1],,,,,19785
3218,2007-10-20,8:30,CAD,L,Gov Council Member Jenkins Speaks,,,,,9180
3219,2007-10-20,13:00,USD,M,FOMC Member Mishkin Speaks,,,,,5882
3220,2007-10-20,21:00,EUR,M,ECB President Trichet Speaks,,,,,5888
3221,2007-10-21,0:01,ALL,L,IMF Meetings [Day 2],,,,,19786
3222,2007-10-21,0:01,NZD,N,Bank Holiday [All Day],,,,,12105
3223,2007-10-21,21:30,AUD,H,PPI q/q,1.10%,0.90%,1.00%,,5890
3224,2007-10-22,0:01,ALL,M,IMF Meetings [Day 3],,,,,19787
3225,2007-10-22,6:00,EUR,M,German Buba Monthly Report,,,,,50132
3226,2007-10-22,8:15,USD,L,FOMC Member Kroszner Speaks,,,,,5925
3227,2007-10-22,19:00,USD,M,FOMC Member Evans Speaks,,,,,5938
3228,2007-10-22,20:45,EUR,M,ECB President Trichet Speaks,,,,,5933
3229,2007-10-23,2:45,EUR,L,French Consumer Spending m/m,0.10%,-0.40%,0.70%,1.00%,5917
3230,2007-10-23,4:00,EUR,L,Italian Retail Sales m/m,0.20%,0.10%,0.00%,-0.10%,5922
3231,2007-10-23,5:00,EUR,M,Industrial New Orders m/m,0.30%,0.80%,-2.60%,-4.00%,5891
3232,2007-10-23,6:00,GBP,M,CBI Industrial Order Expectations,-6,4,6,,5892
3233,2007-10-23,7:45,GBP,M,MPC Member Barker Speaks,,,,,5996
3234,2007-10-23,8:30,CAD,H,Core Retail Sales m/m,0.30%,0.30%,-0.40%,-0.30%,5900
3235,2007-10-23,8:30,CAD,M,Retail Sales m/m,0.70%,0.50%,-0.90%,-0.80%,5899
3236,2007-10-23,8:30,USD,M,Treasury Sec Paulson Speaks,,,,,5936
3237,2007-10-23,10:00,USD,L,Richmond Manufacturing Index,-5,7,14,,5901
3238,2007-10-23,19:50,JPY,L,Trade Balance,1.03T,0.93T,1.13T,1.14T,5902
3239,2007-10-23,21:30,AUD,H,CPI q/q,0.70%,0.90%,1.20%,,5903
3240,2007-10-23,21:30,AUD,M,Trimmed Mean CPI q/q,0.90%,0.80%,0.90%,,5904
3241,2007-10-24,4:00,EUR,L,Current Account,3.8B,2.0B,3.8B,1.7B,5923
3242,2007-10-24,4:00,EUR,L,Flash Services PMI,55.6,54.5,54.2,54,5906
3243,2007-10-24,4:00,EUR,M,Flash Manufacturing PMI,51.5,53,53.2,,5905
3244,2007-10-24,10:00,EUR,M,Belgian NBB Business Climate,-0.1,1.3,1.5,,10519
3245,2007-10-24,10:00,USD,H,Existing Home Sales,5.04M,5.25M,5.48M,5.50M,5907
3246,2007-10-24,10:00,USD,H,FOMC Member Kroszner Speaks,,,,,5997
3247,2007-10-24,10:30,USD,M,Crude Oil Inventories,-5.3M,1.0M,1.8M,,5889
3248,2007-10-24,12:00,EUR,M,ECB President Trichet Speaks,,,,,5934
3249,2007-10-24,16:00,NZD,H,Official Cash Rate,8.25%,8.25%,8.25%,,5908
3250,2007-10-24,16:00,NZD,H,RBNZ Rate Statement,,,,,7993
3251,2007-10-24,19:01,GBP,L,BOE Financial Stability Report,,,,,13121
3252,2007-10-24,19:50,JPY,L,SPPI y/y,1.40%,1.00%,1.00%,,5909
3253,2007-10-24,22:00,CNY,H,GDP q/y,11.50%,11.50%,11.90%,,18426
3254,2007-10-24,22:00,CNY,H,Industrial Production y/y,18.90%,17.40%,17.50%,,18480
3255,2007-10-24,22:00,CNY,L,Retail Sales y/y,17.00%,17.20%,17.10%,,23262
3256,2007-10-24,22:00,CNY,M,CPI y/y,6.20%,6.40%,6.50%,,18536
3257,2007-10-24,22:00,CNY,M,Fixed Asset Investment ytd/y,26.40%,26.60%,26.70%,,19735
3258,2007-10-24,22:00,CNY,M,NBS Press Conference,,,,,23228
3259,2007-10-24,22:00,CNY,M,PPI y/y,2.70%,2.70%,2.60%,,18566
3260,2007-10-25,2:00,EUR,L,German Import Prices m/m,0.60%,0.40%,-0.70%,,5918
3261,2007-10-25,4:00,EUR,H,German Ifo Business Climate,103.9,103.7,104.2,,5919
3262,2007-10-25,4:30,GBP,M,BBA Mortgage Approvals,52.7K,,61.1K,,5910
3263,2007-10-25,8:30,USD,H,Core Durable Goods Orders m/m,0.30%,0.70%,-1.80%,,5912
3264,2007-10-25,8:30,USD,M,Durable Goods Orders m/m,-1.70%,1.60%,-5.30%,-4.90%,5911
3265,2007-10-25,8:30,USD,M,Unemployment Claims,331K,320K,339K,337K,5913
3266,2007-10-25,10:00,USD,H,New Home Sales,770K,770K,735K,795K,5914
3267,2007-10-25,10:30,USD,L,Natural Gas Storage,68B,54B,39B,,8285
3268,2007-10-25,12:00,CHF,M,Gov Board Member Hildebrand Speaks,,,,,9174
3269,2007-10-25,19:30,JPY,L,National Core CPI y/y,-0.10%,-0.10%,-0.10%,,5915
3270,2007-10-25,19:30,JPY,M,Tokyo Core CPI y/y,0.00%,0.00%,-0.10%,,5916
3271,2007-10-25,19:50,JPY,M,Prelim Industrial Production m/m,-1.40%,-1.30%,3.50%,3.40%,5897
3272,2007-10-25,20:00,AUD,L,CB Leading Index m/m,0.70%,,0.40%,0.30%,5898
3273,2007-10-26,2:00,EUR,L,GfK German Consumer Climate,4.9,6.6,6.7,6.8,5921
3274,2007-10-26,3:15,CHF,M,PPI m/m,-0.30%,0.30%,0.30%,,5896
3275,2007-10-26,4:00,EUR,L,M3 Money Supply y/y,11.30%,11.50%,11.60%,,5895
3276,2007-10-26,4:00,EUR,L,Private Loans y/y,11.00%,11.10%,11.20%,,11263
3277,2007-10-26,4:00,EUR,L,Spanish Unemployment Rate,8.00%,8.00%,8.00%,,43864
3278,2007-10-26,10:00,USD,L,Revised UoM Inflation Expectations,3.10%,,3.00%,,9978
3279,2007-10-26,10:00,USD,M,Revised UoM Consumer Sentiment,80.9,82,82,,5893
3280,2007-10-26,16:15,USD,M,FOMC Member Mishkin Speaks,,,,,5935
3281,2007-10-27,12:00,AUD,N,Daylight Saving Time Shift,,,,,12120
3282,2007-10-27,22:00,CHF,N,Daylight Saving Time Shift,,,,,12169
3283,2007-10-27,22:00,EUR,N,Daylight Saving Time Shift,,,,,12163
3284,2007-10-27,22:00,GBP,N,Daylight Saving Time Shift,,,,,12161
3285,2007-10-28,17:45,NZD,H,Trade Balance,-544M,-712M,-946M,-945M,5939
3286,2007-10-28,19:50,JPY,M,Retail Sales y/y,0.50%,-0.60%,0.50%,,5940
3287,2007-10-28,20:30,AUD,M,NAB Quarterly Business Confidence,9,,12,,6004
3288,2007-10-29,5:30,GBP,L,Mortgage Approvals,102K,103K,108K,109K,5942
3289,2007-10-29,5:30,GBP,L,Net Lending to Individuals m/m,11.2B,9.3B,9.6B,9.5B,5943
3290,2007-10-29,17:45,NZD,M,Building Consents m/m,-8.30%,,5.20%,5.80%,5944
3291,2007-10-29,19:30,JPY,L,Household Spending y/y,3.20%,1.20%,1.60%,,5945
3292,2007-10-29,19:30,JPY,L,Unemployment Rate,4.00%,3.80%,3.80%,,5946
3293,2007-10-30,0:01,EUR,M,German Prelim CPI m/m [All Day],0.20%,0.10%,0.10%,0.20%,5998
3294,2007-10-30,4:00,EUR,L,Retail PMI,47.9,,50.5,,43585
3295,2007-10-30,4:55,EUR,M,German Unemployment Change,-39K,-42K,-59K,,5947
3296,2007-10-30,5:00,CHF,M,UBS Consumption Indicator,1.99,,1.95,1.93,5948
3297,2007-10-30,7:17,EUR,L,Italian 10-y Bond Auction,4.47|1.5,,4.66|1.4,,43363
3298,2007-10-30,8:30,CAD,L,IPPI m/m,-0.90%,-0.30%,-0.90%,-1.00%,5950
3299,2007-10-30,8:30,CAD,M,RMPI m/m,-0.90%,0.70%,-2.90%,-2.80%,5951
3300,2007-10-30,9:00,USD,L,S+P/CS Composite-20 HPI y/y,-4.40%,-4.20%,-3.80%,-3.90%,5952
3301,2007-10-30,10:00,USD,H,CB Consumer Confidence,95.6,99,99.5,99.8,5953
3302,2007-10-30,14:00,GBP,M,MPC Member Blanchflower Speaks,,,,,6066
3303,2007-10-30,19:15,JPY,L,Final Manufacturing PMI,49.5,,49.8,,5954
3304,2007-10-30,20:10,AUD,M,HIA New Home Sales m/m,9.90%,,-8.60%,,14462
3305,2007-10-30,20:30,AUD,H,Building Approvals m/m,6.80%,0.90%,-1.80%,-1.70%,5955
3306,2007-10-30,20:30,AUD,M,Private Sector Credit m/m,1.20%,1.00%,1.40%,1.50%,11298
3307,2007-10-30,21:30,JPY,L,Average Cash Earnings y/y,-0.50%,0.20%,0.60%,0.10%,5956
3308,2007-10-30,22:00,NZD,M,ANZ Business Confidence,-12.9,,-26.5,,5957
3309,2007-10-30,23:43,JPY,M,Overnight Call Rate,0.50%,0.50%,0.50%,,5958
3310,2007-10-31,1:00,JPY,L,Housing Starts y/y,-44.00%,-32.00%,-43.30%,,5960
3311,2007-10-31,2:00,JPY,M,BOJ Outlook Report,,,,,13387
3312,2007-10-31,3:00,EUR,M,German Retail Sales m/m,2.30%,0.80%,-1.60%,-1.40%,6068
3313,2007-10-31,3:00,GBP,M,Nationwide HPI m/m,1.10%,0.20%,0.70%,,6003
3314,2007-10-31,3:27,JPY,H,BOJ Press Conference,,,,,5959
3315,2007-10-31,6:00,EUR,L,Consumer Confidence,-6,-5,-6,-5,5961
3316,2007-10-31,6:00,EUR,L,Italian Prelim CPI m/m,0.40%,0.10%,0.00%,,5964
